,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2022-12-01 00:00:00-05:00,129.81608262159403,129.81608262159403,126.32319122369461,127.37491607666016,1925600,0.0,0.0
1,2022-12-02 00:00:00-05:00,126.21704197328222,127.24947956882718,125.32934646321159,126.25564575195312,1298100,0.0,0.0
2,2022-12-05 00:00:00-05:00,125.59952786063882,125.59952786063882,122.70486250854381,123.9302749633789,1246600,0.0,0.0
3,2022-12-06 00:00:00-05:00,123.9302597820345,126.00476380769932,123.47676108791711,125.7345962524414,1464800,0.0,0.0
4,2022-12-07 00:00:00-05:00,125.65740786919412,128.098574259031,124.441653827478,125.5416259765625,1717500,0.0,0.0
5,2022-12-08 00:00:00-05:00,126.25564728173087,127.07579355057857,124.99163116792813,125.46443176269531,1194900,0.0,0.0
6,2022-12-09 00:00:00-05:00,125.03987724316528,125.65740519577578,123.3416790542433,124.0363998413086,1237600,0.0,0.0
7,2022-12-12 00:00:00-05:00,124.28726244216065,124.6828701878378,122.93642468012573,124.30656433105469,1220300,0.0,0.0
8,2022-12-13 00:00:00-05:00,126.85387076356002,127.58718059892952,124.43200633950104,125.74425506591797,2135800,0.0,0.0
9,2022-12-14 00:00:00-05:00,125.96617551153335,127.59683915896888,124.40304639180545,125.3389892578125,1524500,0.0,0.0
10,2022-12-15 00:00:00-05:00,124.03639994223767,128.9090890388311,123.76623238293996,127.64507293701172,2416300,0.0,0.0
11,2022-12-16 00:00:00-05:00,126.15914126365429,127.54858272771072,125.26180223988335,126.58369445800781,4120000,0.0,0.0
12,2022-12-19 00:00:00-05:00,126.4003753948513,127.78015868516151,125.82143648856444,126.39073181152344,1188900,0.0,0.0
13,2022-12-20 00:00:00-05:00,126.98897089112467,129.7292505857585,125.98549337021281,128.9862823486328,1616000,0.0,0.0
14,2022-12-21 00:00:00-05:00,130.2695711175823,131.65901270029983,129.825730720509,129.91256713867188,1261500,0.0,0.0
15,2022-12-22 00:00:00-05:00,129.64241222359354,130.77132993891223,128.60997451907969,130.67483520507812,1382500,0.0,0.0
16,2022-12-23 00:00:00-05:00,130.82922107446853,131.79410952205313,130.18274758135038,131.5818328857422,872600,0.0,0.0
17,2022-12-27 00:00:00-05:00,131.67830689589425,132.170394626426,130.78095312489282,131.24411010742188,737500,0.0,0.0
18,2022-12-28 00:00:00-05:00,131.43710532249156,131.9388514369763,130.57835519427329,130.67483520507812,661300,0.0,0.0
19,2022-12-29 00:00:00-05:00,131.20551269158148,132.04497556122092,130.52045021329738,131.63006591796875,629100,0.0,0.0
20,2022-12-30 00:00:00-05:00,130.96429266233642,131.6204244015177,130.02834977756692,130.8388671875,706000,0.0,0.0
21,2023-01-03 00:00:00-05:00,130.78097870411594,132.40199901396616,130.46257846051395,131.86166381835938,1248300,0.0,0.0
22,2023-01-04 00:00:00-05:00,132.49848567054534,134.6405244301923,132.0739324075964,134.08090209960938,1466000,0.0,0.0
23,2023-01-05 00:00:00-05:00,133.40545908969892,134.62122784363444,132.38267978580444,134.44754028320312,1108800,0.0,0.0
24,2023-01-06 00:00:00-05:00,135.08437289256656,137.0623970116705,134.39929566619327,136.40626525878906,1308100,0.0,0.0
25,2023-01-09 00:00:00-05:00,136.75361850014386,137.07203341490302,134.43789240393028,135.09400939941406,1534200,0.0,0.0
26,2023-01-10 00:00:00-05:00,135.52822620859206,137.1588751778887,135.21945486477836,136.3001251220703,905700,0.0,0.0
27,2023-01-11 00:00:00-05:00,135.46067296029895,135.9720626007564,133.02915023008688,133.3765106201172,1553500,0.0,0.0
28,2023-01-12 00:00:00-05:00,133.74316944638772,134.19666813063645,132.09320395558518,132.2572479248047,1365600,0.0,0.0
29,2023-01-13 00:00:00-05:00,131.45640437543017,134.44754966032193,130.93535638082332,134.09054565429688,1203300,0.0,0.0
30,2023-01-17 00:00:00-05:00,133.97476857125014,133.97476857125014,129.4880283980628,130.76168823242188,1798400,0.0,0.0
31,2023-01-18 00:00:00-05:00,130.5976381785294,130.86780572651662,127.28806363114515,127.7801513671875,1900100,0.0,0.0
32,2023-01-19 00:00:00-05:00,121.62418328356281,122.6952099746358,117.71638239867333,120.26368713378906,4888600,0.0,0.0
33,2023-01-20 00:00:00-05:00,120.66893227179014,121.55663513071201,118.9514322211268,121.23822021484375,2522200,0.0,0.0
34,2023-01-23 00:00:00-05:00,121.30576286087059,122.21276025300145,120.4373618855872,120.84261322021484,2064900,0.0,0.0
35,2023-01-24 00:00:00-05:00,120.61104488830874,123.2934333487825,120.23473901717834,122.79169464111328,1852900,0.0,0.0
36,2023-01-25 00:00:00-05:00,122.26100983170053,124.93374749454233,121.58559088773744,124.10394287109375,1454300,0.0,0.0
37,2023-01-26 00:00:00-05:00,124.25832860894995,124.4320161792099,123.13906187821185,124.08465576171875,1256500,0.0,0.0
38,2023-01-27 00:00:00-05:00,123.77587160088676,124.58637425019568,123.06185631056505,123.3416748046875,1075600,0.0,0.0
39,2023-01-30 00:00:00-05:00,123.45745942579015,124.13287831517664,122.95572073103358,123.50570678710938,1159200,0.0,0.0
40,2023-01-31 00:00:00-05:00,124.29693008422471,124.29693008422471,122.55047708382058,123.95921325683594,1414400,0.0,0.0
