,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2022-12-01 00:00:00-05:00,352.7351565637554,361.54140118567636,351.8060974846821,358.35888671875,2677900,0.0,0.0
1,2022-12-02 00:00:00-05:00,352.2607484875946,357.83507303230687,351.6874838426503,355.61126708984375,2026400,0.0,0.0
2,2022-12-05 00:00:00-05:00,350.5904136672745,353.021766336664,344.3835255237052,346.23175048828125,2143900,0.0,0.0
3,2022-12-06 00:00:00-05:00,346.9334593899502,348.6433298105947,344.4131582273223,347.5956726074219,1538400,0.0,0.0
4,2022-12-07 00:00:00-05:00,347.50675888894676,350.4026412571323,344.96667100482665,347.42767333984375,1770000,0.0,0.0
5,2022-12-08 00:00:00-05:00,346.82479261820083,353.05143744733346,346.82479261820083,348.7026672363281,1160400,0.0,0.0
6,2022-12-09 00:00:00-05:00,347.24978710782716,348.92011497857044,342.3771881297655,342.7132263183594,1502800,0.0,0.0
7,2022-12-12 00:00:00-05:00,342.5748371331312,344.3736563796193,340.88475297808804,343.1481018066406,1814000,0.0,0.0
8,2022-12-13 00:00:00-05:00,358.1612507782444,362.1739826733521,350.4619319239254,353.5258483886719,1961200,0.0,0.0
9,2022-12-14 00:00:00-05:00,353.3282049481165,357.1531468073763,346.0143594377634,349.720703125,1711400,0.0,0.0
10,2022-12-15 00:00:00-05:00,344.39342244913274,346.22186096590286,338.7301191771553,340.5684509277344,2007800,0.0,0.0
11,2022-12-16 00:00:00-05:00,336.022034802864,337.70222566102785,333.78833559826523,335.6464538574219,4511700,0.0,0.0
12,2022-12-19 00:00:00-05:00,334.8557484210997,335.429013071969,330.9517516013604,331.7523193359375,1476500,0.0,0.0
13,2022-12-20 00:00:00-05:00,328.32270737173445,330.74419698609506,326.8994691745891,328.2436218261719,1288200,0.0,0.0
14,2022-12-21 00:00:00-05:00,331.1691870491123,334.0749625502326,330.2598842399168,333.521484375,1229300,0.0,0.0
15,2022-12-22 00:00:00-05:00,330.63546190152107,331.01104283719803,324.57682141103265,328.2436218261719,1455300,0.0,0.0
16,2022-12-23 00:00:00-05:00,325.94074947056134,329.0837211483213,324.61635316915863,329.06396484375,740000,0.0,0.0
17,2022-12-27 00:00:00-05:00,328.4215688090316,329.795371081557,325.9308867343383,327.4628601074219,739900,0.0,0.0
