,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2022-12-01 00:00:00-05:00,107.36099795508872,108.04588238623505,106.55870156516855,107.25337219238281,448900,0.0,0.0
1,2022-12-02 00:00:00-05:00,107.17510423162804,108.51552951860404,106.4510824357743,108.1045913696289,498300,0.0,0.0
2,2022-12-05 00:00:00-05:00,107.33165378948542,108.04589690481136,106.56849461660765,107.2827377319336,568500,0.0,0.0
3,2022-12-06 00:00:00-05:00,107.13595349281549,107.38055612636073,105.95207764221811,107.12616729736328,752700,0.0,0.0
4,2022-12-07 00:00:00-05:00,106.97943135938277,107.75237677320312,105.59008983996577,106.1575698852539,503000,0.0,0.0
5,2022-12-08 00:00:00-05:00,106.76416631107664,107.42948581113176,106.42171663269441,106.72502899169922,549300,0.0,0.0
6,2022-12-09 00:00:00-05:00,106.54892730487414,106.80331617837429,104.46490772509587,104.54318237304688,500700,0.0,0.0
7,2022-12-12 00:00:00-05:00,104.21052383013368,105.47267450567787,103.78980693828561,105.4531021118164,1055200,0.0,0.0
8,2022-12-13 00:00:00-05:00,106.84245216672916,106.84245216672916,103.08535842572886,104.23988342285156,1083000,0.0,0.0
9,2022-12-14 00:00:00-05:00,104.2594985359552,105.87935104645514,103.65083204000217,104.84854125976562,1464200,0.36,0.0
10,2022-12-15 00:00:00-05:00,104.3674864815926,104.61291844678493,102.43348139747872,103.35630798339844,948600,0.0,0.0
11,2022-12-16 00:00:00-05:00,102.90472529884262,103.42503992344723,101.31432329439933,102.87527465820312,2624000,0.0,0.0
12,2022-12-19 00:00:00-05:00,102.99307480166182,104.63255855277092,102.13896885534074,102.54147338867188,671000,0.0,0.0
13,2022-12-20 00:00:00-05:00,102.60038333020131,103.1894185630407,101.92298869294186,102.51202392578125,932100,0.0,0.0
14,2022-12-21 00:00:00-05:00,102.83598766522364,104.25948998774436,102.49238443116575,103.89625549316406,610600,0.0,0.0
15,2022-12-22 00:00:00-05:00,103.69992290499182,103.96499365161927,101.26524173072731,102.8654556274414,616200,0.0,0.0
16,2022-12-23 00:00:00-05:00,102.91453764211423,103.73918548362055,102.49239434515566,103.24832153320312,364500,0.0,0.0
17,2022-12-27 00:00:00-05:00,103.51339441785211,104.12206093545994,103.36613373166036,103.97480773925781,294900,0.0,0.0
18,2022-12-28 00:00:00-05:00,104.11224873504153,104.28896005994076,102.19787480030152,102.22732543945312,311400,0.0,0.0
19,2022-12-29 00:00:00-05:00,102.48258032991478,103.63120023637951,102.20769770169996,103.11088562011719,423400,0.0,0.0
20,2022-12-30 00:00:00-05:00,102.90471757745163,103.47412155372386,102.17824103289121,103.26795959472656,392200,0.0,0.0
21,2023-01-03 00:00:00-05:00,102.55129806046031,103.0716126618744,100.77437291450131,102.7967300415039,687900,0.0,0.0
22,2023-01-04 00:00:00-05:00,102.47274828688357,103.27776480857439,101.64810050417105,102.46293640136719,786300,0.0,0.0
23,2023-01-05 00:00:00-05:00,102.20769124951975,103.91589568129744,101.49102659406721,102.1095199584961,836300,0.0,0.0
24,2023-01-06 00:00:00-05:00,102.82617142729849,105.02524717234252,102.37457752161686,103.03233337402344,613700,0.0,0.0
25,2023-01-09 00:00:00-05:00,103.00289274581519,103.51339546444288,98.06480245018604,98.49676513671875,1236200,0.0,0.0
26,2023-01-10 00:00:00-05:00,98.70292533002237,99.11524925612801,97.99608003384722,98.15316009521484,601100,0.0,0.0
27,2023-01-11 00:00:00-05:00,98.05497939792052,98.19242070393967,97.48558291155094,97.8095474243164,878600,0.0,0.0
28,2023-01-12 00:00:00-05:00,97.67210334905923,98.20223729581228,96.54311480449194,96.90635681152344,1170600,0.0,0.0
29,2023-01-13 00:00:00-05:00,95.84609506101161,96.91618239896486,95.56139306265689,96.55294036865234,931600,0.0,0.0
30,2023-01-17 00:00:00-05:00,97.1125293617429,97.29906007354451,95.99336007091331,96.05226135253906,743800,0.0,0.0
31,2023-01-18 00:00:00-05:00,95.99334932356523,96.6314739330304,93.78446163002444,93.79428100585938,1929100,0.0,0.0
32,2023-01-19 00:00:00-05:00,93.75500236820214,94.38330754403604,92.82236397938297,92.84199523925781,706500,0.0,0.0
33,2023-01-20 00:00:00-05:00,92.90090034961167,94.79563533037782,92.39040518188726,94.30477142333984,727000,0.0,0.0
34,2023-01-23 00:00:00-05:00,94.68765577192147,94.9330877542126,94.02008048049001,94.60912322998047,538300,0.0,0.0
35,2023-01-24 00:00:00-05:00,94.95272127897974,95.98353105385104,94.43240670357004,95.52212524414062,994300,0.0,0.0
36,2023-01-25 00:00:00-05:00,95.21778990553408,96.45476919546695,94.76619595619121,96.35659790039062,971700,0.0,0.0
37,2023-01-26 00:00:00-05:00,96.94562437286501,96.94562437286501,95.698833309437,95.99334716796875,583700,0.0,0.0
38,2023-01-27 00:00:00-05:00,95.99335094604358,96.17988164011408,94.10843521329403,94.72692108154297,705900,0.0,0.0
39,2023-01-30 00:00:00-05:00,95.28651228776921,96.64130165033758,95.14907097417384,95.53194427490234,834300,0.0,0.0
40,2023-01-31 00:00:00-05:00,95.93445087696644,97.03398132324219,95.43376755447193,97.03398132324219,1197900,0.0,0.0
41,2023-02-01 00:00:00-05:00,96.82782784011619,97.34814996040451,95.70865854362823,96.04244995117188,752700,0.0,0.0
42,2023-02-02 00:00:00-05:00,95.23742190655794,96.60202303434583,94.80545925085903,96.14060974121094,659300,0.0,0.0
43,2023-02-03 00:00:00-05:00,96.3173236433012,96.73946693453223,95.33559575578613,96.26823425292969,515300,0.0,0.0
44,2023-02-06 00:00:00-05:00,96.4449424209502,97.44630902789002,96.1896985713287,96.5431137084961,605500,0.0,0.0
45,2023-02-07 00:00:00-05:00,96.39587328524676,97.40705191183157,95.24724584991216,97.19107055664062,676600,0.0,0.0
46,2023-02-08 00:00:00-05:00,96.65110350521844,97.60338071485262,96.47439219322459,97.15178680419922,629300,0.0,0.0
47,2023-02-09 00:00:00-05:00,97.26959744045354,97.56411130226202,96.05224951034667,96.16024017333984,812500,0.0,0.0
48,2023-02-10 00:00:00-05:00,96.41550311760598,98.98763309760875,96.41550311760598,98.97781372070312,844900,0.0,0.0
49,2023-02-13 00:00:00-05:00,99.04653096938117,100.40131282610847,98.24151436060296,98.86981964111328,1127100,0.0,0.0
50,2023-02-14 00:00:00-05:00,96.8474588791187,98.3495013684357,93.23469990579866,93.50958251953125,1805300,0.0,0.0
51,2023-02-15 00:00:00-05:00,92.66529923428466,96.25842707347327,91.66394003565243,96.15043640136719,1259600,0.0,0.0
52,2023-02-16 00:00:00-05:00,95.61047167743202,98.07461059991223,95.61047167743202,97.61319732666016,1066000,0.0,0.0
53,2023-02-17 00:00:00-05:00,97.98625039103369,99.75336344632281,97.68191716650732,99.39012145996094,1282000,0.0,0.0
54,2023-02-21 00:00:00-05:00,99.41958132160485,99.9693540398163,98.08443826592148,98.18260955810547,1408400,0.0,0.0
55,2023-02-22 00:00:00-05:00,98.21207039683891,99.25269968404766,97.61321571533456,98.31024169921875,808900,0.0,0.0
56,2023-02-23 00:00:00-05:00,98.30040606353118,99.51775397966603,97.43648825949043,97.75064086914062,977100,0.0,0.0
57,2023-02-24 00:00:00-05:00,96.81801345777735,97.878273955025,96.81801345777735,97.46595001220703,579400,0.0,0.0
58,2023-02-27 00:00:00-05:00,98.07461646164418,98.07461646164418,95.13925220507438,95.70864868164062,1218100,0.0,0.0
59,2023-02-28 00:00:00-05:00,95.83627901739476,96.33695484693092,94.86436301655294,95.29632568359375,995500,0.0,0.0
60,2023-03-01 00:00:00-05:00,94.91346060954275,95.76756664137204,94.70729863427155,94.89382934570312,545000,0.0,0.0
61,2023-03-02 00:00:00-05:00,94.77601564450265,95.51231159498202,94.53058366100953,95.17852020263672,647900,0.0,0.0
62,2023-03-03 00:00:00-05:00,95.50248649224443,95.69883656125988,94.38331731381886,95.52212524414062,750700,0.0,0.0
63,2023-03-06 00:00:00-05:00,95.37487028342505,95.81664485771678,94.26551292444272,95.17852020263672,1057200,0.0,0.0
64,2023-03-07 00:00:00-05:00,95.46322349425286,95.81664615446523,94.6483949904203,94.75637817382812,1249700,0.0,0.0
65,2023-03-08 00:00:00-05:00,94.53057255427512,94.94289644050062,91.79155104151053,92.34131622314453,746500,0.0,0.0
66,2023-03-09 00:00:00-05:00,92.87145511337779,93.30341777348306,90.98653939835532,91.04544067382812,589600,0.0,0.0
67,2023-03-10 00:00:00-05:00,90.93744400094225,92.10570248723269,90.6232914025266,90.80982208251953,903900,0.0,0.0
68,2023-03-13 00:00:00-04:00,90.31896095972039,91.91917463684983,89.96553833937453,90.54476165771484,903200,0.0,0.0
69,2023-03-14 00:00:00-04:00,91.29380083796191,92.2596675543741,91.28395050282633,91.92456817626953,1493600,0.36,0.0
70,2023-03-15 00:00:00-04:00,91.02769056198767,91.24451822449397,89.30293463484637,90.97840881347656,659800,0.0,0.0
71,2023-03-16 00:00:00-04:00,90.84042934522435,91.90485195535403,90.25894381076817,91.18537902832031,1332500,0.0,0.0
72,2023-03-17 00:00:00-04:00,91.2346692556057,91.2346692556057,88.34693446417432,89.15510559082031,2023200,0.0,0.0
73,2023-03-20 00:00:00-04:00,89.63803229325035,91.37264618678788,89.63803229325035,90.25894927978516,611700,0.0,0.0
74,2023-03-21 00:00:00-04:00,91.13611160448583,91.54019340076174,90.48562856549673,91.30365753173828,842600,0.0,0.0
75,2023-03-22 00:00:00-04:00,91.45149006642448,91.77673156741416,89.93370391447858,89.99283599853516,589300,0.0,0.0
76,2023-03-23 00:00:00-04:00,89.87456832676096,90.18009410826168,88.5243281451725,88.97769165039062,642900,0.0,0.0
77,2023-03-24 00:00:00-04:00,88.99740593270423,90.11110273078337,88.37648900689734,90.06182098388672,953800,0.0,0.0
78,2023-03-27 00:00:00-04:00,89.73658702012091,90.11110273078337,88.78057827730112,90.06182098388672,923700,0.0,0.0
79,2023-03-28 00:00:00-04:00,90.21952878264968,90.97841816004632,89.77601555850316,89.78587341308594,696100,0.0,0.0
80,2023-03-29 00:00:00-04:00,90.28850996524363,90.5644697120657,89.58875274456221,90.12096405029297,1601800,0.0,0.0
81,2023-03-30 00:00:00-04:00,90.40677858680418,90.92913202120583,89.86470944581819,90.26879119873047,1008000,0.0,0.0
82,2023-03-31 00:00:00-04:00,90.7024514749343,91.0671168733109,90.416633868532,90.73201751708984,1116200,0.0,0.0
83,2023-04-03 00:00:00-04:00,90.83058430609559,92.54548248727397,90.81086859771838,91.85557556152344,971300,0.0,0.0
84,2023-04-04 00:00:00-04:00,91.8062929807367,92.28922252130856,89.79571951145078,90.26879119873047,1013600,0.0,0.0
85,2023-04-05 00:00:00-04:00,90.07168497602952,91.0474019725053,89.87457301368632,90.18995666503906,915900,0.0,0.0
86,2023-04-06 00:00:00-04:00,90.64331965322471,90.79115738376997,89.51976493202369,90.09140014648438,824800,0.0,0.0
87,2023-04-10 00:00:00-04:00,90.13080871454105,91.67816078559882,90.1111005278675,91.26422119140625,565000,0.0,0.0
88,2023-04-11 00:00:00-04:00,91.3923504320751,91.57960452256418,90.59402976656757,90.94883728027344,940800,0.0,0.0
89,2023-04-12 00:00:00-04:00,90.86999937048182,91.83586604483341,90.65317921684402,91.34307861328125,491400,0.0,0.0
90,2023-04-13 00:00:00-04:00,91.07697724272666,91.9048565233051,90.55461624597366,91.44163513183594,589000,0.0,0.0
91,2023-04-14 00:00:00-04:00,91.21495768709208,91.48105959482716,90.0322633255129,90.58419036865234,455200,0.0,0.0
92,2023-04-17 00:00:00-04:00,90.69259704561121,91.78658576271015,90.29837310953269,91.74716186523438,492400,0.0,0.0
93,2023-04-18 00:00:00-04:00,91.72744818564503,92.28922553220421,91.27408467082,91.71759033203125,485200,0.0,0.0
94,2023-04-19 00:00:00-04:00,91.98369783517742,92.1413858930295,91.03754693004804,91.10653686523438,395900,0.0,0.0
95,2023-04-20 00:00:00-04:00,91.18537621596265,91.42191957936649,90.6433145933414,91.22480010986328,445100,0.0,0.0
96,2023-04-21 00:00:00-04:00,91.648609201755,91.88515259517986,90.0914065514105,90.42649841308594,401800,0.0,0.0
97,2023-04-24 00:00:00-04:00,90.33778902749532,90.51518527145754,89.41134631699616,90.05197143554688,348900,0.0,0.0
98,2023-04-25 00:00:00-04:00,90.0026945004215,90.564471861022,89.58875487036624,90.09140014648438,508300,0.0,0.0
99,2023-04-26 00:00:00-04:00,89.39163585462309,89.86471509095968,87.47962575947203,88.16952514648438,800900,0.0,0.0
100,2023-04-27 00:00:00-04:00,88.20894832862719,90.75173322475307,88.20894832862719,90.73201751708984,702900,0.0,0.0
101,2023-04-28 00:00:00-04:00,90.69260032007492,92.10197274852592,90.47578015513926,91.91471862792969,1189100,0.0,0.0
102,2023-05-01 00:00:00-04:00,92.11182428068322,93.4423488200109,92.11182428068322,92.95941925048828,1387400,0.0,0.0
103,2023-05-02 00:00:00-04:00,88.88899820713495,88.88899820713495,78.26450251773338,79.44718933105469,4017400,0.0,0.0
