Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-03-14 00:00:00-04:00,109.6380662990273,109.85601613927665,107.21091411426143,108.37000274658203,1543200,0.0,0.0
2024-03-15 00:00:00-04:00,108.16000366210938,110.02999877929688,108.01000213623047,108.4800033569336,2305400,1.02,0.0
