Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-03-14 00:00:00-04:00,191.25,192.07000732421875,189.6199951171875,190.5800018310547,635400,0.0,0.0
2024-03-15 00:00:00-04:00,189.08999633789062,190.89999389648438,189.08999633789062,190.25,936400,0.0,0.0
