,Feature,Importance
16,Expanding_Mean,0.0943707
14,Upper_Band,0.008961848
12,Lower_Band,0.008860106
11,Moving_Average_10,0.007988473
5,Close_Inverse,0.0057826405
6,Moving_Average_3,0.0050473
3,Close_Squared,0.0050010206
1,Cumulative_Returns,0.004740379
13,Moving_Average_15,0.00446917
10,Rolling_Mean,0.004295496
4,Log_Close,0.0021219181
2,Square_Root_Close,0.0019184299
0,Close,0.0017105408
15,Long_EMA,0.0016213933
8,EMA,0.0015753666
7,Moving_Average_5,0.0014393931
9,Short_EMA,0.0011328993
