,Close
Cumulative_Returns,1.000000000000001
Close,1.0
Square_Root_Close,0.999484888588359
Close_Squared,0.9980826462535248
Log_Close,0.9979562576877778
Close_Cubed,0.9927337517665064
Close_Inverse,0.9912696512515986
Moving_Average_3,0.9877827373223528
Moving_Average_5,0.9713268768742106
EMA,0.9522570862719293
Short_EMA,0.9404356983966565
Rolling_Mean,0.9319635754515402
Moving_Average_10,0.9319635754515402
Upper_Band,0.9072162393994151
Lower_Band,0.9005288337519458
Moving_Average_15,0.8916377601451086
Long_EMA,0.8603956416315562
Signal_Line,0.6258084310947408
Price_RoC_60,0.6167975788378246
MACD,0.6159466245057396
Price_RoC_45,0.5997561098899892
Price_RoC_30,0.5425369670455432
Expanding_Mean,0.45516788462236873
Price_RoC_15,0.39641045999641217
RSI,0.37676057865857465
Price_RoC_12,0.3533868134284982
Price_RoC_10,0.3254426840456188
Price_RoC_7,0.2758570321415388
RS,0.24565852089051327
Price_RoC_5,0.23867514154654026
Z_Score,0.22132857353977123
Price_RoC_3,0.18469177038716378
Sin_Close,0.15489211907238493
Std_Dev_RoC_5,0.14573727724739693
Std_Dev_RoC_10,0.12999206555475842
Price_Delta,0.10216137006709469
Log_Returns,0.1015785581500614
Price_RoC,0.09911037646250957
Gain,0.08850523592598497
Loss,0.08247616297792143
Rolling_Std,0.030019767739380622
Cos_Close,0.005405980745913833
Tan_Close,0.0046219968932155915
