,Feature,Importance
16,Expanding_Mean,0.089833766
15,Long_EMA,0.011223812
11,Moving_Average_10,0.0062911697
8,EMA,0.00624645
12,Upper_Band,0.004959669
5,Close_Inverse,0.0043075853
9,Short_EMA,0.003585882
1,Close,0.0033821792
13,Lower_Band,0.0033387665
2,Square_Root_Close,0.0028017634
14,Moving_Average_15,0.0024773695
6,Moving_Average_3,0.0024493057
10,Rolling_Mean,0.002429892
4,Log_Close,0.0023821753
7,Moving_Average_5,0.0020128961
0,Cumulative_Returns,0.0018087623
3,Close_Squared,0.0011702524
