,Feature,Importance
16,Expanding_Mean,0.100440145
15,Long_EMA,0.010646113
13,Moving_Average_15,0.008285643
3,Close_Squared,0.0045870477
7,Moving_Average_5,0.0045350054
0,Cumulative_Returns,0.0041284654
9,Short_EMA,0.0041219187
10,Rolling_Mean,0.0034772768
6,Close_Inverse,0.0033674308
4,Log_Close,0.0033154686
5,Moving_Average_3,0.003138937
12,Upper_Band,0.0030761322
1,Close,0.0024913359
14,Lower_Band,0.0023390101
11,Moving_Average_10,0.001741926
2,Square_Root_Close,0.0014185164
8,EMA,0.0011376778
