,Feature,Importance
16,Expanding_Mean,0.0950237
15,Long_EMA,0.0061299517
2,Square_Root_Close,0.005622326
6,Close_Inverse,0.0047219545
7,Moving_Average_5,0.0045813527
8,EMA,0.0041879113
9,Short_EMA,0.004183949
11,Moving_Average_10,0.003629737
0,Close,0.0036218525
5,Moving_Average_3,0.0028225314
13,Lower_Band,0.0027725892
10,Rolling_Mean,0.0025226804
4,Log_Close,0.0019581497
14,Moving_Average_15,0.0019210994
12,Upper_Band,0.001653425
3,Close_Squared,0.0011509707
1,Cumulative_Returns,0.0009923095
