,Feature,Importance
17,Expanding_Mean,0.10297426
15,Long_EMA,0.008036567
12,Close_Cubed,0.007744706
13,Close_Inverse,0.0068425825
5,Log_Close,0.0066083423
3,Moving_Average_3,0.0064846016
14,Moving_Average_15,0.005730957
7,EMA,0.005705862
0,Close,0.0054893815
10,Rolling_Mean,0.005349786
8,Upper_Band,0.0051520513
9,Short_EMA,0.0042795367
16,Lower_Band,0.004207925
2,Square_Root_Close,0.004158776
6,Moving_Average_5,0.003278622
4,Close_Squared,0.0030807056
11,Moving_Average_10,0.0029850502
1,Cumulative_Returns,0.001890524
