,Feature,Importance
17,Expanding_Mean,0.12805003
5,Close_Inverse,0.008571805
8,Moving_Average_5,0.0085446425
0,Close,0.00789941
7,Moving_Average_3,0.007582122
6,Close_Cubed,0.006801024
11,Rolling_Mean,0.0059701945
16,Long_EMA,0.004485031
3,Log_Close,0.0041096425
4,Close_Squared,0.0038507227
12,Moving_Average_10,0.0038375151
2,Square_Root_Close,0.0038228966
10,Short_EMA,0.003772316
9,EMA,0.0031492233
14,Moving_Average_15,0.0030842964
13,Upper_Band,0.002683315
15,Lower_Band,0.0025843394
1,Cumulative_Returns,0.0018036071
