,Feature,Importance
17,Expanding_Mean,0.08016396
15,Long_EMA,0.01969436
9,EMA,0.0107325595
16,Upper_Band,0.009180461
13,Lower_Band,0.008946413
2,Square_Root_Close,0.008832462
0,Close,0.007879103
12,Moving_Average_10,0.0069829496
6,Close_Inverse,0.006891257
10,Short_EMA,0.006744607
4,Close_Squared,0.0060780514
1,Cumulative_Returns,0.005387034
14,Moving_Average_15,0.0042612166
5,Close_Cubed,0.0037069004
8,Moving_Average_5,0.0036890511
3,Log_Close,0.002948538
11,Rolling_Mean,0.002720153
7,Moving_Average_3,0.0018930227
