,Feature,Importance
16,Expanding_Mean,0.09137429
7,Moving_Average_5,0.0076412065
11,Moving_Average_10,0.006098567
14,Long_EMA,0.0051767197
15,Lower_Band,0.00504759
3,Log_Close,0.0050279717
12,Upper_Band,0.003951917
10,Rolling_Mean,0.0038474288
5,Close_Inverse,0.0036091865
1,Close,0.0031439639
4,Close_Squared,0.0030424246
6,Moving_Average_3,0.002780097
8,EMA,0.0024977922
0,Cumulative_Returns,0.0022002659
13,Moving_Average_15,0.0020976325
9,Short_EMA,0.0020192778
2,Square_Root_Close,0.0016526633
