,Feature,Importance
16,Expanding_Mean,0.093090765
14,Moving_Average_15,0.0065184413
15,Long_EMA,0.006302148
5,Close_Inverse,0.0062442133
9,Short_EMA,0.005568883
8,EMA,0.005448819
0,Cumulative_Returns,0.0050332635
1,Close,0.0044823866
4,Log_Close,0.0038650725
7,Moving_Average_5,0.002890377
11,Moving_Average_10,0.0027245132
2,Square_Root_Close,0.002371966
3,Close_Squared,0.0023025929
12,Lower_Band,0.0022374296
6,Moving_Average_3,0.0021350575
13,Upper_Band,0.0019489113
10,Rolling_Mean,0.00088376657
