,Feature,Importance
14,Expanding_Mean,0.091490224
12,Long_EMA,0.012443534
2,Square_Root_Close,0.009683589
3,Log_Close,0.009386061
9,Rolling_Mean,0.007955861
6,Close_Inverse,0.0067908345
10,Moving_Average_10,0.0063302713
11,Moving_Average_15,0.0055357064
8,Short_EMA,0.005441352
4,Moving_Average_3,0.0042996844
1,Close,0.003448541
7,EMA,0.0030225287
13,Upper_Band,0.002706828
0,Cumulative_Returns,0.0021976759
5,Moving_Average_5,0.0018468458
