,Feature,Importance
17,Expanding_Mean,0.10041948
5,Close_Cubed,0.009077641
6,Close_Inverse,0.007837091
8,Moving_Average_5,0.0061247265
11,Rolling_Mean,0.0054575414
12,Moving_Average_10,0.005330617
7,Moving_Average_3,0.0041437997
14,Long_EMA,0.004112947
15,Moving_Average_15,0.0036520555
2,Square_Root_Close,0.003333789
3,Log_Close,0.0032036223
1,Close,0.0028613529
9,EMA,0.002768647
10,Short_EMA,0.002636934
4,Close_Squared,0.0022490057
16,Upper_Band,0.0021020742
13,Lower_Band,0.0017854655
0,Cumulative_Returns,0.0013956871
