,Feature,Importance
17,Expanding_Mean,0.09419632
5,Close_Cubed,0.0078051602
7,Moving_Average_3,0.006316359
16,Long_EMA,0.0052816435
14,Moving_Average_15,0.004517649
0,Close,0.0044841175
6,Close_Inverse,0.0038445077
8,Moving_Average_5,0.0033568807
3,Close_Squared,0.003061463
2,Square_Root_Close,0.0026456944
9,EMA,0.0024655852
15,Upper_Band,0.002169609
13,Moving_Average_10,0.0019725785
4,Log_Close,0.0019611153
11,Lower_Band,0.0017434582
10,Short_EMA,0.0014302011
12,Rolling_Mean,0.0007862714
1,Cumulative_Returns,0.00066028244
