,Feature,Importance
16,Expanding_Mean,0.086872146
14,Long_EMA,0.010579389
13,Moving_Average_15,0.005234541
5,Close_Inverse,0.004866753
4,Log_Close,0.004786985
0,Close,0.004595862
11,Moving_Average_10,0.0043671355
8,EMA,0.0042644814
6,Moving_Average_3,0.003764658
3,Close_Squared,0.0037007951
10,Rolling_Mean,0.0035773865
15,Upper_Band,0.0034343041
12,Lower_Band,0.003343305
2,Square_Root_Close,0.003218696
9,Short_EMA,0.003182796
7,Moving_Average_5,0.003047195
1,Cumulative_Returns,0.0022841129
