,Feature,Importance
16,Expanding_Mean,0.09162937
5,Close_Inverse,0.007443864
9,Short_EMA,0.005837151
2,Square_Root_Close,0.0051086186
8,EMA,0.0048228377
3,Close_Squared,0.0046999333
13,Moving_Average_15,0.0044493033
0,Close,0.0044290205
10,Rolling_Mean,0.0039513605
4,Log_Close,0.0037903276
15,Upper_Band,0.0033569399
14,Long_EMA,0.003206592
12,Lower_Band,0.003166072
11,Moving_Average_10,0.0024208624
7,Moving_Average_5,0.0016152378
1,Cumulative_Returns,0.0011101608
6,Moving_Average_3,0.0010495976
