,Feature,Importance
17,Expanding_Mean,0.07675488
15,Long_EMA,0.02679561
6,Close_Cubed,0.0063922713
16,Moving_Average_15,0.0056456393
5,Close_Inverse,0.0055928333
9,EMA,0.00524773
10,Short_EMA,0.005056827
13,Lower_Band,0.0048809056
7,Moving_Average_3,0.0044996752
8,Moving_Average_5,0.0033980212
12,Moving_Average_10,0.00307544
1,Close,0.003063397
2,Square_Root_Close,0.0028455195
14,Upper_Band,0.002607129
0,Cumulative_Returns,0.0022581676
3,Log_Close,0.0015524406
4,Close_Squared,0.0015502811
11,Rolling_Mean,0.0010476438
