,Feature,Importance
17,Expanding_Mean,0.097857736
1,Cumulative_Returns,0.00893416
5,Close_Cubed,0.00624913
15,Long_EMA,0.005674148
9,EMA,0.00482758
2,Square_Root_Close,0.004720265
7,Close_Inverse,0.004666356
3,Close_Squared,0.0046482547
13,Upper_Band,0.004246302
14,Moving_Average_15,0.004005636
16,Lower_Band,0.0037845708
8,Moving_Average_5,0.0035121974
0,Close,0.002353174
11,Rolling_Mean,0.0022888344
6,Moving_Average_3,0.0022614142
12,Moving_Average_10,0.0020066353
4,Log_Close,0.0019712546
10,Short_EMA,0.0015396193
