,Close
Cumulative_Returns,1.0000000000000002
Close,1.0
Square_Root_Close,0.999935418153716
Close_Squared,0.9997491309678841
Log_Close,0.9997464466835992
Close_Cubed,0.9990164962284962
Close_Inverse,0.9989372284599984
Moving_Average_3,0.9648429077533336
Moving_Average_5,0.9218486832097423
EMA,0.8791314609297389
Short_EMA,0.8518273027916878
Rolling_Mean,0.8191740260454199
Moving_Average_10,0.8191740260454199
Lower_Band,0.8007659866103244
Upper_Band,0.7266696251075453
Moving_Average_15,0.7264132330296716
MACD,0.7012113821618936
Long_EMA,0.6884004966635735
Price_RoC_30,0.6796252132573956
Signal_Line,0.6243747068468359
Price_RoC_45,0.622093784299867
Price_RoC_15,0.5610134243006905
Price_RoC_60,0.5532340984142058
RSI,0.5274312071981226
RS,0.5253274580703476
Price_RoC_12,0.5203765901787264
Price_RoC_10,0.500556615591013
Price_RoC_7,0.4256292373210692
Z_Score,0.4098496191163084
Price_RoC_5,0.3785099234530133
Price_RoC_3,0.30074919927349214
Expanding_Mean,0.22043070098427128
Loss,0.19026228689063346
Std_Dev_RoC_10,0.18109449370321637
Price_Delta,0.17896740965750477
Log_Returns,0.17884035667874879
Price_RoC,0.1778233159414241
Sin_Close,0.17562759452298457
Std_Dev_RoC_5,0.14646146904732166
Gain,0.10765140332650146
Rolling_Std,0.09174854390751637
Cos_Close,0.029905054750961346
Tan_Close,0.01485448339920598
