,Feature,Importance
15,Expanding_Mean,0.095529504
2,Square_Root_Close,0.007221257
5,Moving_Average_5,0.005013163
0,Cumulative_Returns,0.0049076704
4,Moving_Average_3,0.0036287424
10,Moving_Average_10,0.0033876032
13,Long_EMA,0.0031746342
6,Close_Inverse,0.0027335114
3,Log_Close,0.0027153068
1,Close,0.0020301375
7,EMA,0.0019523542
12,Upper_Band,0.0019378442
11,Moving_Average_15,0.0017920348
8,Short_EMA,0.0016313199
9,Rolling_Mean,0.0014542204
14,Lower_Band,0.00084949686
