,Feature,Importance
5,Expanding_Mean,0.09465591
4,Long_EMA,0.010893727
2,Short_EMA,0.008015434
3,Moving_Average_15,0.004577468
0,Square_Root_Close,0.0034626238
1,Log_Close,0.0015764438
