,Feature,Importance
17,Expanding_Mean,0.11622602
16,Long_EMA,0.0060270038
6,Close_Inverse,0.00570127
11,Rolling_Mean,0.0056136237
9,EMA,0.0053561865
0,Close,0.005166249
7,Moving_Average_3,0.0046683997
5,Close_Cubed,0.003652364
1,Cumulative_Returns,0.0034122537
4,Log_Close,0.0027881763
2,Square_Root_Close,0.0022427356
14,Upper_Band,0.0019506246
8,Moving_Average_5,0.0018563488
10,Short_EMA,0.0018210191
3,Close_Squared,0.0017957665
12,Moving_Average_10,0.0017185945
13,Lower_Band,0.0016126655
15,Moving_Average_15,0.0015905558
