,Feature,Importance
17,Expanding_Mean,0.077620745
16,Long_EMA,0.017934266
14,Upper_Band,0.0061310283
9,EMA,0.005612654
10,Short_EMA,0.0046454975
8,Moving_Average_5,0.0039959387
7,Moving_Average_3,0.0039715106
6,Close_Inverse,0.0035547367
3,Log_Close,0.0034206298
12,Moving_Average_10,0.0031205073
0,Cumulative_Returns,0.0029083223
11,Rolling_Mean,0.0026918594
13,Lower_Band,0.002623735
15,Moving_Average_15,0.0025801854
1,Close,0.0023618077
4,Close_Squared,0.0021757719
5,Close_Cubed,0.002053457
2,Square_Root_Close,0.0016502652
