,Close
Close,1.0
Cumulative_Returns,0.9999999999999993
Square_Root_Close,0.9998087959788232
Close_Squared,0.999251496637809
Log_Close,0.9992379731193781
Close_Cubed,0.9970597373843821
Close_Inverse,0.9968960614864119
Moving_Average_3,0.9953468886522834
Moving_Average_5,0.9899333569128064
EMA,0.9836681098973374
Short_EMA,0.9798759205931944
Rolling_Mean,0.9762989692274866
Moving_Average_10,0.9762989692274866
Upper_Band,0.971685568607395
Moving_Average_15,0.9636171649512295
Long_EMA,0.9550089210969762
Lower_Band,0.9522069081548497
Expanding_Mean,0.8540866682161039
Price_RoC_60,0.7914169849007344
Signal_Line,0.7018228656647505
Price_RoC_45,0.679929122439808
MACD,0.6556764520953314
Price_RoC_30,0.5567117250720985
Price_RoC_15,0.36268227934837094
RSI,0.31443488515311974
Std_Dev_RoC_10,0.31282542193527013
Price_RoC_12,0.307224943882999
RS,0.28730569622312446
Price_RoC_10,0.26645679909835557
Price_RoC_7,0.20813512780605825
Price_RoC_5,0.1696973720152111
Std_Dev_RoC_5,0.16750110384105585
Z_Score,0.1574597030209994
Price_RoC_3,0.13102419952298675
Cos_Close,0.1088905859916992
Gain,0.08048830633666258
Price_Delta,0.07791118998653616
Log_Returns,0.07663848231185363
Price_RoC,0.0764932712259441
Tan_Close,0.05241596799562474
Sin_Close,0.046740849108336785
Loss,0.042103066037639365
Rolling_Std,0.023782914225714716
