,Feature,Importance
16,Expanding_Mean,0.09449419
8,EMA,0.0076410742
0,Cumulative_Returns,0.0070835315
9,Short_EMA,0.0051721693
13,Moving_Average_15,0.0043339813
3,Close_Squared,0.0042542806
14,Long_EMA,0.0031477879
4,Log_Close,0.0028172517
11,Moving_Average_10,0.002813217
2,Square_Root_Close,0.0027805637
10,Rolling_Mean,0.0024924937
6,Moving_Average_3,0.0024739516
7,Moving_Average_5,0.001456376
5,Close_Inverse,0.0013466652
15,Lower_Band,0.0011976486
12,Upper_Band,0.0010926415
1,Close,0.00096881075
