,Feature,Importance
15,Expanding_Mean,0.09704812
7,EMA,0.005886405
2,Square_Root_Close,0.005299154
13,Moving_Average_15,0.004838356
6,Moving_Average_5,0.0045335977
4,Close_Inverse,0.004115635
8,Short_EMA,0.0038165818
14,Long_EMA,0.003732983
11,Lower_Band,0.003686883
3,Log_Close,0.003541056
10,Moving_Average_10,0.0034149573
0,Close,0.0032124259
12,Upper_Band,0.0029758234
9,Rolling_Mean,0.0027588815
1,Cumulative_Returns,0.0024509518
5,Moving_Average_3,0.002238885
