,Feature,Importance
15,Expanding_Mean,0.09167586
4,Close_Inverse,0.012774532
2,Square_Root_Close,0.009023376
5,Moving_Average_3,0.008439867
11,Moving_Average_10,0.008296002
1,Close,0.0057434663
7,EMA,0.0056237415
14,Upper_Band,0.004990047
12,Moving_Average_15,0.0046202643
8,Short_EMA,0.004271631
9,Lower_Band,0.004151515
6,Moving_Average_5,0.004023987
10,Rolling_Mean,0.0037735347
13,Long_EMA,0.0037513706
3,Log_Close,0.0031608753
0,Cumulative_Returns,0.0009839919
