,Feature,Importance
15,Expanding_Mean,0.08492098
13,Long_EMA,0.014757927
12,Moving_Average_15,0.005726115
7,EMA,0.0057169804
5,Close_Inverse,0.0042940313
2,Square_Root_Close,0.0041928487
3,Log_Close,0.0041358094
8,Short_EMA,0.004068084
11,Moving_Average_10,0.0039108647
14,Lower_Band,0.003860108
1,Cumulative_Returns,0.0034191418
10,Rolling_Mean,0.0030359793
9,Upper_Band,0.0027301745
4,Moving_Average_3,0.0014622925
6,Moving_Average_5,0.0011819581
0,Close,0.0010486204
