,Feature,Importance
17,Expanding_Mean,0.09335871
4,Log_Close,0.00773397
6,Close_Inverse,0.006771934
14,Upper_Band,0.006190463
0,Cumulative_Returns,0.006150144
2,Square_Root_Close,0.0055574737
7,Moving_Average_3,0.0052724155
12,Moving_Average_10,0.003601995
3,Close_Squared,0.003576933
1,Close,0.003390981
16,Long_EMA,0.0032597408
5,Close_Cubed,0.0032457248
11,Rolling_Mean,0.0030123214
13,Short_EMA,0.0028193588
15,Moving_Average_15,0.0021481514
9,EMA,0.0021407448
8,Moving_Average_5,0.0017034268
10,Lower_Band,0.0010717026
