,Feature,Importance
17,Expanding_Mean,0.07128054
15,Long_EMA,0.02579624
14,Moving_Average_15,0.006052041
8,Moving_Average_5,0.0058146953
0,Cumulative_Returns,0.0053670593
1,Close,0.004512663
9,EMA,0.0043824986
11,Rolling_Mean,0.00386298
3,Log_Close,0.0036483998
12,Moving_Average_10,0.0034426048
2,Square_Root_Close,0.003133585
4,Close_Squared,0.0030096236
16,Upper_Band,0.0024639028
6,Close_Inverse,0.0020546662
5,Close_Cubed,0.002025592
7,Moving_Average_3,0.001945121
10,Short_EMA,0.0019302141
13,Lower_Band,0.0017626982
