,Feature,Importance
16,Expanding_Mean,0.09173324
14,Long_EMA,0.010892218
7,Moving_Average_5,0.009108621
11,Rolling_Mean,0.008518331
3,Close_Squared,0.0071869297
8,EMA,0.0051365485
9,Short_EMA,0.004694957
15,Lower_Band,0.0045130975
12,Moving_Average_10,0.0044431114
4,Log_Close,0.0041895634
2,Square_Root_Close,0.0037156295
0,Close,0.0032190587
13,Moving_Average_15,0.0029559783
5,Close_Inverse,0.0025791274
1,Cumulative_Returns,0.001957671
6,Moving_Average_3,0.0016822167
10,Upper_Band,0.0010797124
