,Close
Cumulative_Returns,1.0000000000000004
Close,1.0
Square_Root_Close,0.9998905462562808
Log_Close,0.9995917640340554
Close_Squared,0.9995816414388191
Close_Cubed,0.9983766814610577
Close_Inverse,0.9981680287627408
Moving_Average_3,0.9838860357320233
Moving_Average_5,0.971242564738644
EMA,0.9653123752448494
Short_EMA,0.9597863275600005
Lower_Band,0.9552643734467471
Rolling_Mean,0.9516656702443208
Moving_Average_10,0.9516656702443208
Moving_Average_15,0.9332025512427354
Long_EMA,0.9292773028850141
Cos_Close,0.9152707445744743
Upper_Band,0.8262564968501668
Expanding_Mean,0.7927215932768776
Std_Dev_RoC_10,0.7184562502233104
Std_Dev_RoC_5,0.707791644561764
Rolling_Std,0.7022257330791735
Price_RoC_60,0.5912431655805201
MACD,0.5262442798421137
Price_RoC_45,0.5238317616768795
Signal_Line,0.5235128813596536
Sin_Close,0.46299784412588746
Price_RoC_30,0.43767608057543844
Loss,0.3412115594659322
Price_RoC_15,0.32640067006210777
Price_RoC_12,0.3109870443972184
RSI,0.30558418563352846
Price_RoC_10,0.2862863160125776
Gain,0.26098395939745445
RS,0.2523923041981133
Price_RoC_7,0.23963332725819445
Price_RoC_5,0.21408524804546922
Z_Score,0.1795573973169777
Price_RoC_3,0.1795465658928326
Price_Delta,0.1305479565831542
Log_Returns,0.12928682755307772
Price_RoC,0.1164318332396713
Tan_Close,0.05794063535980924
