,Feature,Importance
16,Expanding_Mean,0.05804657
14,Long_EMA,0.031416915
12,Moving_Average_10,0.006907028
15,Upper_Band,0.006322842
9,Short_EMA,0.006004532
6,Moving_Average_3,0.0057164244
5,Close_Inverse,0.0056348075
2,Square_Root_Close,0.004350326
10,Lower_Band,0.00404564
11,Rolling_Mean,0.0039818212
7,Moving_Average_5,0.003559921
13,Moving_Average_15,0.003371405
0,Cumulative_Returns,0.0027874298
3,Log_Close,0.00239162
8,EMA,0.0023163364
4,Close_Squared,0.0014422272
1,Close,0.0014179188
