,Feature,Importance
16,Expanding_Mean,0.092115276
8,EMA,0.0107409945
14,Moving_Average_15,0.0095107425
11,Moving_Average_10,0.0064896075
10,Rolling_Mean,0.00643493
9,Short_EMA,0.0062708035
3,Log_Close,0.0061795856
6,Moving_Average_3,0.0054164105
7,Moving_Average_5,0.004744265
2,Square_Root_Close,0.0042531993
15,Long_EMA,0.0041589113
0,Cumulative_Returns,0.0035911333
12,Upper_Band,0.0031081908
13,Lower_Band,0.0028600325
5,Close_Inverse,0.0021386968
1,Close,0.0012795995
4,Close_Squared,0.00093111757
