,Close
Close,1.0
Cumulative_Returns,0.999999999999999
Square_Root_Close,0.9997541545478029
Log_Close,0.9991352142799416
Close_Squared,0.9989992389498126
Close_Inverse,0.9961512502774773
Close_Cubed,0.9959611663140597
Moving_Average_3,0.9908977168311072
Moving_Average_5,0.9806209795694647
EMA,0.9692631768881532
Short_EMA,0.9622739432780092
Rolling_Mean,0.9556562549139589
Moving_Average_10,0.9556562549139589
Lower_Band,0.951993262144047
Moving_Average_15,0.9330184691123637
Long_EMA,0.9123276301474091
Upper_Band,0.9053609550245748
Sin_Close,0.8752270683215212
Price_RoC_60,0.5587794457790227
Price_RoC_45,0.4257552631928356
Signal_Line,0.39752975825858483
MACD,0.3773317714058463
RS,0.3488114033272779
Price_RoC_30,0.320855878160263
RSI,0.2868215620370485
Price_RoC_15,0.2631744089625458
Price_RoC_12,0.24614593292687767
Expanding_Mean,0.2425932160772667
Z_Score,0.24038111550280247
Price_RoC_10,0.22916880439189125
Std_Dev_RoC_5,0.20996640148960974
Price_RoC_7,0.1965959033623884
Price_RoC_5,0.17109232374543412
Std_Dev_RoC_10,0.14475219517293542
Cos_Close,0.13986572646101794
Price_RoC_3,0.13570271973245782
Price_Delta,0.09155519393982206
Log_Returns,0.0911688087301899
Price_RoC,0.08971699999098208
Loss,0.07648214953989428
Gain,0.07080322103261208
Rolling_Std,0.05907112567166259
Tan_Close,0.0019529533828370152
