,Feature,Importance
17,Expanding_Mean,0.09630936
7,Moving_Average_3,0.008795641
12,Moving_Average_10,0.0051453495
15,Moving_Average_15,0.0044275247
16,Long_EMA,0.0041791787
1,Close,0.0039341236
13,Lower_Band,0.0033191654
8,Moving_Average_5,0.0031961265
4,Close_Squared,0.003054276
6,Close_Inverse,0.0025638926
10,Short_EMA,0.0024770298
5,Close_Cubed,0.0024710137
2,Square_Root_Close,0.0021235812
14,Upper_Band,0.00196881
9,EMA,0.0015524542
0,Cumulative_Returns,0.0011874133
11,Rolling_Mean,0.00087965484
3,Log_Close,0.00073777535
