,Feature,Importance
15,Expanding_Mean,0.095455095
0,Cumulative_Returns,0.008399317
13,Long_EMA,0.007714998
2,Square_Root_Close,0.005607686
3,Log_Close,0.0053344546
1,Close,0.0050959373
12,Moving_Average_15,0.0049665533
14,Upper_Band,0.004327519
8,Short_EMA,0.0042669266
4,Close_Inverse,0.0034200163
11,Lower_Band,0.003026995
10,Moving_Average_10,0.0018688018
5,Moving_Average_3,0.0015097893
7,EMA,0.0014053871
9,Rolling_Mean,0.0013524046
6,Moving_Average_5,0.0011639021
