,Feature,Importance
16,Expanding_Mean,0.093547195
15,Long_EMA,0.012373261
12,Moving_Average_15,0.0063034357
5,Close_Inverse,0.0043093543
2,Square_Root_Close,0.004246081
10,Rolling_Mean,0.0039072353
6,Moving_Average_3,0.0036238767
7,Moving_Average_5,0.0029614698
0,Close,0.002751777
1,Cumulative_Returns,0.0027367766
9,Short_EMA,0.0025322034
8,EMA,0.0024955196
14,Upper_Band,0.0023692676
4,Close_Squared,0.002342406
11,Moving_Average_10,0.0023019037
13,Lower_Band,0.0019466899
3,Log_Close,0.001678725
