,Feature,Importance
17,Expanding_Mean,0.096199885
13,Upper_Band,0.006213646
9,EMA,0.0059380867
16,Long_EMA,0.00591074
14,Lower_Band,0.0054850364
3,Log_Close,0.00548062
10,Short_EMA,0.005337076
11,Rolling_Mean,0.00517361
6,Close_Inverse,0.004681413
1,Cumulative_Returns,0.004636744
12,Moving_Average_10,0.0041495636
7,Moving_Average_3,0.0032112654
0,Close,0.0025887873
8,Moving_Average_5,0.0017854882
15,Moving_Average_15,0.0015432944
5,Close_Cubed,0.0014959199
4,Close_Squared,0.00083202013
2,Square_Root_Close,0.00063692563
