,Feature,Importance
18,Expanding_Mean,0.08687823
0,Close,0.0101839695
16,Long_EMA,0.009350849
1,Cumulative_Returns,0.008129091
10,Short_EMA,0.008075466
11,Rolling_Mean,0.007925515
7,Moving_Average_3,0.0069635487
8,Moving_Average_5,0.006722994
5,Close_Inverse,0.006224982
14,Cos_Close,0.0047163353
6,Close_Cubed,0.0046255034
12,Moving_Average_10,0.003955213
15,Moving_Average_15,0.003643284
4,Close_Squared,0.00327136
17,Lower_Band,0.0025961976
9,EMA,0.0024601724
3,Log_Close,0.002431226
13,Upper_Band,0.0015649215
2,Square_Root_Close,0.00046632538
