,Feature,Importance
16,Expanding_Mean,0.07697402
14,Long_EMA,0.021883834
9,Short_EMA,0.010628003
13,Moving_Average_15,0.008787947
11,Moving_Average_10,0.008460714
3,Log_Close,0.008370144
2,Square_Root_Close,0.0065178857
15,Upper_Band,0.0060975803
4,Close_Squared,0.0060367067
5,Close_Inverse,0.0049879113
0,Cumulative_Returns,0.0037287152
7,Moving_Average_5,0.0035018679
8,EMA,0.0030609476
10,Rolling_Mean,0.0026105302
1,Close,0.002479006
12,Lower_Band,0.0024145632
6,Moving_Average_3,0.0019764095
