,Feature,Importance
9,Expanding_Mean,0.090932146
8,Long_EMA,0.013245059
0,Square_Root_Close,0.010337718
7,Moving_Average_15,0.007580201
5,Rolling_Mean,0.005755531
4,Short_EMA,0.0040769507
6,Moving_Average_10,0.0033163466
2,Moving_Average_5,0.0031898762
3,EMA,0.0028022595
1,Log_Close,0.0023948173
