,Feature,Importance
17,Expanding_Mean,0.09007843
7,Moving_Average_3,0.013057059
1,Close,0.010312934
16,Long_EMA,0.009409962
6,Close_Inverse,0.007985121
5,Close_Cubed,0.0074181976
11,Rolling_Mean,0.0070642703
9,EMA,0.0067976722
12,Moving_Average_10,0.0067210644
10,Short_EMA,0.006438496
15,Moving_Average_15,0.005285082
2,Square_Root_Close,0.0044657146
0,Cumulative_Returns,0.004209186
4,Close_Squared,0.003195413
14,Lower_Band,0.0029848865
8,Moving_Average_5,0.002456169
13,Upper_Band,0.0017190233
3,Log_Close,0.0013903417
