,Feature,Importance
17,Expanding_Mean,0.08487101
14,Long_EMA,0.021035993
15,Moving_Average_15,0.009154679
4,Close_Squared,0.008484921
0,Close,0.0073651886
5,Close_Inverse,0.0069344775
8,Moving_Average_5,0.005787763
7,Moving_Average_3,0.0054265065
12,Moving_Average_10,0.005308775
9,EMA,0.0044761794
6,Close_Cubed,0.00434401
13,Upper_Band,0.0040650503
3,Log_Close,0.003341763
10,Short_EMA,0.0032554357
2,Square_Root_Close,0.0028409455
16,Lower_Band,0.0021821577
11,Rolling_Mean,0.002149451
1,Cumulative_Returns,0.0013645381
