,Feature,Importance
17,Expanding_Mean,0.08395066
15,Long_EMA,0.015247546
14,Moving_Average_15,0.011895606
11,Rolling_Mean,0.0071797557
3,Log_Close,0.0058635906
6,Close_Inverse,0.004894517
10,Short_EMA,0.0045489855
16,Upper_Band,0.0038836997
9,EMA,0.0037400753
1,Close,0.0035764172
2,Square_Root_Close,0.0031625088
8,Moving_Average_5,0.003122271
5,Close_Cubed,0.003079664
12,Moving_Average_10,0.0024642649
4,Close_Squared,0.0021411157
0,Cumulative_Returns,0.0021357667
13,Lower_Band,0.0020863314
7,Moving_Average_3,0.0016433352
