,Feature,Importance
16,Expanding_Mean,0.08873226
15,Long_EMA,0.011082957
1,Cumulative_Returns,0.007592514
5,Close_Inverse,0.0069356402
14,Moving_Average_15,0.005854259
6,Moving_Average_3,0.0055618887
2,Square_Root_Close,0.0050523495
9,Short_EMA,0.0043843943
7,Moving_Average_5,0.0040963814
13,Upper_Band,0.0039551463
10,Rolling_Mean,0.003463395
12,Lower_Band,0.0033635255
8,EMA,0.0033424876
0,Close,0.0018109577
11,Moving_Average_10,0.001753079
4,Log_Close,0.0015908007
3,Close_Squared,0.0012435496
