,Feature,Importance
17,Expanding_Mean,0.0908377
16,Long_EMA,0.010171758
4,Close_Squared,0.006236604
9,EMA,0.005918868
6,Close_Inverse,0.0056703193
1,Close,0.0048605865
14,Moving_Average_15,0.0039528618
10,Short_EMA,0.0038091443
5,Close_Cubed,0.0036906
8,Moving_Average_5,0.0036795333
7,Moving_Average_3,0.0036226742
3,Log_Close,0.0029300093
0,Cumulative_Returns,0.0026095363
12,Moving_Average_10,0.0025604628
15,Upper_Band,0.0016763138
13,Lower_Band,0.0015704356
11,Rolling_Mean,0.0015483338
2,Square_Root_Close,0.0007150994
