,Feature,Importance
17,Expanding_Mean,0.092246875
16,Long_EMA,0.009365885
15,Moving_Average_15,0.007260217
0,Close,0.0065198885
5,Close_Cubed,0.0065169916
6,Close_Inverse,0.006424842
9,EMA,0.0046995915
1,Cumulative_Returns,0.0042051864
4,Close_Squared,0.0040610745
3,Log_Close,0.003309892
14,Lower_Band,0.003212539
11,Rolling_Mean,0.003160691
8,Moving_Average_5,0.0027495725
12,Moving_Average_10,0.0025202106
10,Short_EMA,0.0018464202
7,Moving_Average_3,0.0018386642
2,Square_Root_Close,0.0013467489
13,Upper_Band,0.00085305737
