,Feature,Importance
16,Expanding_Mean,0.09450342
2,Square_Root_Close,0.012107031
0,Cumulative_Returns,0.008976863
7,Close_Inverse,0.008597969
11,Moving_Average_10,0.0073038875
12,Upper_Band,0.00684987
3,Close_Squared,0.006647949
14,Lower_Band,0.006192588
4,Log_Close,0.0042542526
1,Close,0.0035407213
8,EMA,0.0029430368
13,Moving_Average_15,0.0028774687
5,Moving_Average_3,0.0028077015
9,Short_EMA,0.002662847
15,Long_EMA,0.0022646054
6,Moving_Average_5,0.001627928
10,Rolling_Mean,0.00074144825
