,Feature,Importance
17,Expanding_Mean,0.09194015
3,Close_Squared,0.008755102
15,Long_EMA,0.0071513057
10,Short_EMA,0.0070413724
5,Moving_Average_3,0.006911428
6,Close_Cubed,0.006195656
11,Rolling_Mean,0.005588987
7,Close_Inverse,0.004084692
16,Lower_Band,0.004073339
1,Close,0.003727484
13,Upper_Band,0.0033105067
12,Moving_Average_10,0.00312925
2,Square_Root_Close,0.0030576072
4,Log_Close,0.00256754
0,Cumulative_Returns,0.0024065494
14,Moving_Average_15,0.0022710022
8,Moving_Average_5,0.0021993506
9,EMA,0.0021823025
