,Feature,Importance
17,Expanding_Mean,0.096511
9,EMA,0.004696292
5,Close_Cubed,0.0032402207
7,Moving_Average_3,0.0029652826
13,Long_EMA,0.0027786833
6,Close_Inverse,0.0027449974
11,Rolling_Mean,0.0026683162
0,Cumulative_Returns,0.0023756386
14,Upper_Band,0.0021822837
16,Lower_Band,0.0020358036
1,Close,0.0019228582
10,Short_EMA,0.0017809313
3,Close_Squared,0.0017048536
4,Log_Close,0.0011179898
2,Square_Root_Close,0.0011005722
12,Moving_Average_10,0.0010004643
15,Moving_Average_15,0.0009337906
8,Moving_Average_5,0.00081782264
