,Feature,Importance
17,Expanding_Mean,0.07929274
16,Long_EMA,0.007885258
10,Short_EMA,0.006372711
1,Cumulative_Returns,0.0062027522
4,Close_Squared,0.005354849
6,Close_Inverse,0.0053113215
0,Close,0.004752153
2,Square_Root_Close,0.0041482896
13,Lower_Band,0.0033037923
9,EMA,0.002504621
14,Moving_Average_15,0.0024303426
5,Close_Cubed,0.0022765095
15,Upper_Band,0.002224911
3,Log_Close,0.0015967261
11,Rolling_Mean,0.0015774986
7,Moving_Average_3,0.0014722687
12,Moving_Average_10,0.0012650671
8,Moving_Average_5,0.001020866
