,Feature,Importance
16,Expanding_Mean,0.086638354
15,Long_EMA,0.016138792
1,Close,0.007794647
2,Square_Root_Close,0.0075513376
4,Close_Squared,0.0055055963
7,Close_Inverse,0.0052832225
11,Moving_Average_10,0.0050677247
6,Moving_Average_5,0.004942883
0,Cumulative_Returns,0.0036748957
13,Moving_Average_15,0.0027484943
14,Lower_Band,0.002287702
9,Short_EMA,0.0019472573
5,Moving_Average_3,0.0016949702
12,Upper_Band,0.0015330368
8,EMA,0.0014139578
10,Rolling_Mean,0.0014080667
3,Log_Close,0.00087921356
