,Close
Close,1.0
Cumulative_Returns,0.9999999999999996
Square_Root_Close,0.9995813977952926
Log_Close,0.9983691572165359
Close_Squared,0.9982849327473187
Close_Inverse,0.9935398419791435
Close_Cubed,0.9930776163631895
Moving_Average_3,0.9873198898652894
Moving_Average_5,0.9722604065798872
EMA,0.9562665863202162
Short_EMA,0.9460230152529294
Rolling_Mean,0.9349853121699248
Moving_Average_10,0.9349853121699248
Lower_Band,0.914285546385979
Upper_Band,0.8982214230805571
Moving_Average_15,0.8973303442742494
Long_EMA,0.8744848338061478
Price_RoC_60,0.8336394532507491
Price_RoC_45,0.7666505808654314
Signal_Line,0.740155654355036
MACD,0.7351236371976211
Price_RoC_30,0.6388886424381593
Price_RoC_15,0.5157938727980971
RSI,0.4972941425823567
Price_RoC_12,0.4745581313805629
RS,0.46443990914693395
Price_RoC_10,0.44834468087583323
Price_RoC_7,0.3932122521952145
Z_Score,0.34182063280365765
Price_RoC_5,0.33922450000668636
Expanding_Mean,0.27683997748876626
Price_RoC_3,0.26143747762134584
Gain,0.19914065290393415
Rolling_Std,0.15437564876126225
Price_Delta,0.14425808928039338
Price_RoC,0.14084019489298
Log_Returns,0.13995116633610016
Std_Dev_RoC_10,0.09242105037926462
Cos_Close,0.08378393817958493
Loss,0.04707588240382114
Std_Dev_RoC_5,0.007597911555536622
Tan_Close,0.006569309843672184
Sin_Close,0.0006622522454748617
