,Close
Close,1.0
Cumulative_Returns,1.0
Square_Root_Close,0.9989193445248603
Moving_Average_3,0.9976219927602741
Close_Squared,0.9958155523718873
Log_Close,0.9957037214375857
Moving_Average_5,0.9952353318570106
EMA,0.9933248781319789
Short_EMA,0.9921150323899525
Rolling_Mean,0.9900636290718557
Moving_Average_10,0.9900636290718557
Upper_Band,0.989535649644905
Moving_Average_15,0.9861923043631791
Long_EMA,0.9854577585615
Close_Cubed,0.9840252933674062
Close_Inverse,0.9830051994776856
Lower_Band,0.9817700528397826
Expanding_Mean,0.9619091984805176
Signal_Line,0.3956583718312503
MACD,0.37476798826564445
Rolling_Std,0.2962698954105754
Price_RoC_60,0.282946726651934
Price_RoC_45,0.1703690545603776
RSI,0.15156793807052363
Price_RoC_30,0.14224236779523605
Gain,0.13585098575014315
Price_RoC_15,0.1252311041787212
Std_Dev_RoC_5,0.11622809756861921
Price_RoC_12,0.10500007505853959
Loss,0.09834363927649342
Sin_Close,0.09412236193722635
Price_RoC_10,0.0903516282336682
Z_Score,0.08861889577189747
Cos_Close,0.07732465871680609
RS,0.05967952239687395
Price_RoC_7,0.054448373354417046
Price_RoC_5,0.03352322924633789
Std_Dev_RoC_10,0.0249732133344832
Price_Delta,0.020387989433866244
Price_RoC_3,0.016538180163992156
Tan_Close,0.005969960505028682
Log_Returns,0.004603918270072772
Price_RoC,0.004580062426124759
