,Feature,Importance
17,Expanding_Mean,0.088859335
16,Long_EMA,0.013066851
3,Log_Close,0.009631455
9,EMA,0.008327676
6,Close_Inverse,0.007441923
4,Close_Squared,0.006810665
1,Cumulative_Returns,0.006784068
15,Moving_Average_15,0.0059692157
12,Moving_Average_10,0.0035120272
13,Upper_Band,0.0034329207
7,Moving_Average_3,0.002998542
14,Lower_Band,0.0028454752
2,Square_Root_Close,0.0026832465
8,Moving_Average_5,0.002512725
5,Close_Cubed,0.0022349893
0,Close,0.0018591055
11,Rolling_Mean,0.0016039361
10,Short_EMA,0.0013617828
