,Feature,Importance
17,Expanding_Mean,0.08896365
16,Long_EMA,0.0129029695
4,Close_Squared,0.007476137
12,Moving_Average_10,0.0062013287
5,Close_Inverse,0.005946652
9,EMA,0.0055102576
10,Short_EMA,0.005112324
14,Moving_Average_15,0.0049913474
6,Close_Cubed,0.0042959917
15,Lower_Band,0.003944407
1,Cumulative_Returns,0.003914886
3,Log_Close,0.0034033675
13,Upper_Band,0.0033071842
8,Moving_Average_5,0.0032476392
7,Moving_Average_3,0.0026592934
11,Rolling_Mean,0.002277819
2,Square_Root_Close,0.0016380709
0,Close,0.001342552
