,Feature,Importance
17,Expanding_Mean,0.08477746
16,Long_EMA,0.02405395
15,Moving_Average_15,0.013449183
8,Moving_Average_5,0.012456859
14,Upper_Band,0.009498717
5,Close_Cubed,0.008922645
9,EMA,0.0077255047
1,Cumulative_Returns,0.0064891167
3,Close_Squared,0.006372089
10,Short_EMA,0.006165138
0,Close,0.0055522514
11,Rolling_Mean,0.0049671545
7,Moving_Average_3,0.003842726
6,Close_Inverse,0.003452444
13,Lower_Band,0.0032580341
4,Log_Close,0.0030367253
2,Square_Root_Close,0.002398982
12,Moving_Average_10,0.0021305585
