,Close
Cumulative_Returns,1.0000000000000004
Close,1.0
Square_Root_Close,0.9996986051732173
Close_Squared,0.9988169425104912
Log_Close,0.9987994244527294
Close_Cubed,0.9953564983428841
Close_Inverse,0.9951459499042732
Moving_Average_3,0.9807380467616681
Moving_Average_5,0.9613583828569341
EMA,0.9460974588985583
Lower_Band,0.9400968191578455
Short_EMA,0.9360802436389841
Rolling_Mean,0.9176004963014069
Moving_Average_10,0.9176004963014069
Long_EMA,0.8878885803863343
Moving_Average_15,0.8819474678694419
Price_RoC_45,0.8093169020707661
Price_RoC_30,0.7980574740451822
Price_RoC_60,0.7847742470593887
MACD,0.7783154336987529
Signal_Line,0.7548749961967909
Upper_Band,0.7510418468752494
Expanding_Mean,0.6094780773030339
Std_Dev_RoC_10,0.58066657646676
Price_RoC_15,0.4980542425906236
Rolling_Std,0.44925146032998525
Price_RoC_12,0.4354189885551301
Price_RoC_10,0.39701317431172384
RSI,0.37604942511126666
Price_RoC_7,0.3423899498601946
Std_Dev_RoC_5,0.34195079200687656
Price_RoC_5,0.29538735156070484
Price_RoC_3,0.23511036514083875
Z_Score,0.22927223608856648
RS,0.17139865328672363
Loss,0.15709172767187607
Price_Delta,0.14468804431097868
Log_Returns,0.14278466418144334
Price_RoC,0.13721462530382525
Tan_Close,0.04501658240023717
Gain,0.04151678300223075
Sin_Close,0.03917529818103016
Cos_Close,0.03451412407289029
