,Close
Close,1.0
Cumulative_Returns,1.0
Square_Root_Close,0.9996882506599443
Log_Close,0.9988085490160203
Close_Squared,0.9987586044260539
Close_Cubed,0.9950777620309815
Close_Inverse,0.9950408589390609
Moving_Average_3,0.9738011929271169
Moving_Average_5,0.9473718275981792
EMA,0.9120509496481893
Short_EMA,0.8893249495734807
Rolling_Mean,0.8680095016137884
Moving_Average_10,0.8680095016137884
Upper_Band,0.8218997373686997
MACD,0.8102079335925716
Moving_Average_15,0.7693756116155962
Price_RoC_30,0.7649745644586627
Lower_Band,0.7647771773128837
Signal_Line,0.7464096157954777
Long_EMA,0.7346815751417541
Price_RoC_60,0.7254134234028795
Price_RoC_15,0.7228101328956075
RS,0.7196467806101474
Price_RoC_45,0.7144183090912745
Price_RoC_12,0.6925294497437525
RSI,0.6575597036352839
Price_RoC_10,0.6461356099516631
Price_RoC_7,0.5537226192285164
Price_RoC_5,0.46907243823826184
Z_Score,0.40683106593918833
Rolling_Std,0.37883495380362014
Price_RoC_3,0.3525112492249877
Cos_Close,0.2982897952009251
Gain,0.2338997218661973
Price_Delta,0.1977870161923335
Price_RoC,0.19615323358907477
Log_Returns,0.19401876391599204
Std_Dev_RoC_5,0.16038663623140545
Std_Dev_RoC_10,0.1588572294307993
Loss,0.10041083843144585
Sin_Close,0.036723811547637625
Expanding_Mean,0.03661261402112046
Tan_Close,0.0043806780729183405
